8.8.8.8,10.0.0.2,53.0,5344.0,17.0 131
38.109.188.14,150.125.157.122,873.0,40857.0,6.0 83
20.225.73.177,163.229.95.146,443.0,50234.0,6.0 73
131.174.69.222,49.135.217.191,1863.0,16455.0,17.0 63
13.83.207.175,163.229.27.76,443.0,55859.0,6.0 59
203.83.121.172,60.223.227.75,80.0,32970.0,6.0 45
202.20.47.27,13.30.42.15,59462.0,443.0,6.0 44
209.58.244.246,163.229.41.224,80.0,60940.0,6.0 30
202.20.47.27,13.30.42.15,59460.0,443.0,6.0 26
203.83.119.174,60.223.227.75,80.0,34886.0,6.0 22
131.174.145.138,206.22.89.136,65113.0,8801.0,17.0 22
202.20.47.27,13.30.42.15,64285.0,443.0,6.0 20
142.230.227.229,150.125.82.41,443.0,35466.0,6.0 18
91.93.123.213,163.229.192.179,443.0,49434.0,6.0 16
209.213.26.153,163.229.114.47,443.0,62166.0,17.0 16
203.83.121.172,175.171.57.166,80.0,33189.0,6.0 15
126.37.119.252,203.83.109.129,62006.0,443.0,6.0 15
163.229.54.243,54.232.34.151,57369.0,443.0,6.0 13
142.231.45.215,163.229.25.50,443.0,53043.0,6.0 13
216.250.34.0,150.125.157.122,873.0,46521.0,6.0 13
203.83.121.172,60.223.227.75,80.0,60950.0,6.0 13
203.83.121.172,66.174.236.35,41357.0,873.0,6.0 10
60.223.227.75,203.83.121.172,60950.0,80.0,6.0 9
163.229.95.146,20.225.73.177,50234.0,443.0,6.0 8
203.83.119.174,181.139.184.32,80.0,40190.0,6.0 8
175.171.57.166,203.83.121.172,33189.0,80.0,6.0 8
163.229.25.137,8.25.122.253,61390.0,80.0,6.0 8
203.83.121.172,175.171.120.152,80.0,37899.0,6.0 7
202.20.47.85,13.30.132.6,39324.0,443.0,6.0 7
17.61.26.5,163.229.194.93,443.0,64163.0,6.0 7
170.204.255.179,163.229.195.1,8801.0,64029.0,17.0 7
208.249.73.48,150.125.157.122,5879.0,443.0,6.0 6
23.243.188.185,163.229.194.75,443.0,58689.0,6.0 6
209.58.244.246,163.229.40.66,80.0,55298.0,6.0 6
220.182.137.7,150.125.157.122,60284.0,443.0,6.0 6
170.204.235.14,163.229.40.45,8801.0,53223.0,17.0 6
170.204.235.14,163.229.24.241,8801.0,55982.0,17.0 6
170.204.235.14,163.229.40.174,8801.0,49250.0,17.0 6
170.204.235.14,163.229.40.44,8801.0,50727.0,17.0 6
163.229.26.190,54.233.83.163,62213.0,443.0,6.0 5
170.204.241.250,163.229.195.73,8801.0,52516.0,17.0 5
142.231.144.67,163.229.200.113,19305.0,62475.0,17.0 5
60.223.227.75,203.83.119.174,33788.0,80.0,6.0 5
34.172.89.45,150.125.82.248,443.0,51375.0,17.0 5
170.204.243.242,163.229.195.176,8801.0,50635.0,17.0 5
170.204.243.242,163.229.195.149,8801.0,53634.0,17.0 5
131.174.145.138,206.22.89.136,58801.0,443.0,6.0 5
60.223.227.75,203.83.121.172,32970.0,80.0,6.0 4
163.229.27.76,13.83.207.175,55859.0,443.0,6.0 4
172.25.173.158,150.125.97.170,443.0,50253.0,17.0 4
13.225.53.158,203.83.113.39,12258.0,56565.0,17.0 4
17.61.26.5,163.229.200.120,443.0,52265.0,6.0 4
163.229.192.179,91.93.123.213,49434.0,443.0,6.0 4
104.27.155.183,202.154.49.13,443.0,33352.0,6.0 4
150.221.11.121,163.229.208.243,9000.0,54470.0,17.0 4
150.221.11.121,163.229.208.208,9000.0,53500.0,17.0 4
163.229.49.223,52.60.110.182,64777.0,443.0,6.0 4
170.204.243.242,163.229.26.174,8801.0,54983.0,17.0 4
170.204.243.242,163.229.26.124,8801.0,59200.0,17.0 4
163.229.116.235,13.82.81.128,65074.0,443.0,6.0 4
170.204.243.242,163.229.192.5,8801.0,62870.0,17.0 4
170.204.243.242,163.229.24.119,8801.0,53227.0,17.0 4
170.204.243.242,163.229.25.171,8801.0,61320.0,17.0 4
150.221.8.34,203.83.116.36,9000.0,51267.0,17.0 4
202.20.47.27,13.30.42.15,59463.0,443.0,6.0 3
163.229.73.245,13.13.39.79,55797.0,443.0,6.0 3
142.230.90.133,150.125.173.237,443.0,36491.0,6.0 3
170.204.241.250,163.229.56.30,8801.0,58203.0,17.0 3
163.229.176.163,13.255.109.65,55329.0,443.0,6.0 3
170.204.246.17,163.229.195.115,8801.0,51270.0,17.0 3
163.229.48.12,13.30.132.6,51863.0,443.0,6.0 3
142.230.90.170,163.229.49.223,443.0,53249.0,17.0 3
203.83.116.44,35.132.39.129,53557.0,443.0,6.0 3
163.229.194.213,13.30.14.152,50390.0,443.0,6.0 3
14.159.36.170,150.125.157.122,39892.0,443.0,6.0 3
170.204.189.82,203.83.116.44,8801.0,55327.0,17.0 3
209.58.244.246,163.229.41.224,80.0,60904.0,6.0 3
150.221.10.21,163.229.24.33,9000.0,52126.0,17.0 3
159.101.189.46,150.125.209.157,443.0,62791.0,6.0 3
170.204.243.242,163.229.192.243,8801.0,58365.0,17.0 3
163.229.40.51,134.32.172.130,63571.0,8801.0,17.0 3
134.32.172.130,163.229.40.91,8801.0,60809.0,17.0 3
134.32.172.130,163.229.40.51,8801.0,63571.0,17.0 3
209.213.26.233,163.229.93.122,443.0,59046.0,17.0 3
162.253.39.242,163.229.108.219,443.0,37536.0,6.0 3
52.35.29.153,163.229.194.75,443.0,59102.0,6.0 3
71.109.60.244,192.36.153.131,443.0,51100.0,6.0 2
150.130.38.1,150.125.157.122,53255.0,443.0,6.0 2
112.184.18.32,163.229.116.192,80.0,50471.0,6.0 2
202.20.47.26,131.2.86.23,50390.0,443.0,6.0 2
149.158.163.57,150.125.209.11,443.0,5063.0,6.0 2
170.204.241.250,163.229.195.101,8801.0,51822.0,17.0 2
203.37.207.242,150.125.157.122,12875.0,443.0,6.0 2
117.223.139.92,203.83.116.36,993.0,50107.0,6.0 2
170.204.246.17,163.229.53.122,8801.0,59431.0,17.0 2
163.229.192.179,185.194.188.26,59474.0,443.0,6.0 2
170.204.246.17,163.229.53.122,8801.0,53273.0,17.0 2
170.204.234.109,203.83.113.38,8801.0,26525.0,17.0 2
101.79.107.64,163.229.31.139,8080.0,58852.0,17.0 2
202.20.47.24,54.222.133.136,56826.0,443.0,6.0 2
202.20.47.18,52.236.36.4,62255.0,443.0,6.0 2
133.226.245.108,54.200.63.14,50647.0,443.0,6.0 2
175.171.57.160,203.83.121.172,43976.0,80.0,6.0 2
191.58.141.64,163.229.25.215,80.0,56666.0,17.0 2
20.93.93.27,203.83.116.44,443.0,56338.0,6.0 2
210.31.135.231,150.125.157.122,56124.0,873.0,6.0 2
170.204.235.14,163.229.40.121,8801.0,54420.0,17.0 2
152.193.44.76,163.229.242.232,80.0,60981.0,6.0 2
170.204.235.14,163.229.40.46,8801.0,51654.0,17.0 2
150.198.60.158,203.83.127.86,443.0,47194.0,6.0 2
54.233.83.163,163.229.26.190,443.0,62213.0,6.0 2
170.204.244.54,150.125.82.76,8801.0,49689.0,17.0 2
203.83.116.36,117.223.139.92,50107.0,993.0,6.0 2
202.20.47.16,52.237.55.217,57030.0,443.0,6.0 2
8.248.120.9,150.125.173.237,53.0,48652.0,17.0 2
54.65.152.54,203.83.113.40,443.0,18924.0,6.0 2
13.13.39.79,163.229.73.245,443.0,55797.0,6.0 2
203.83.121.172,175.171.57.160,80.0,43976.0,6.0 2
170.204.243.242,163.229.24.172,8801.0,61933.0,17.0 2
202.20.47.18,20.93.93.26,56435.0,443.0,6.0 2
133.226.246.44,18.30.66.135,63712.0,443.0,6.0 2
104.203.219.125,163.229.195.63,443.0,44730.0,6.0 2
170.204.243.242,163.229.193.157,8801.0,58024.0,17.0 2
17.59.89.138,163.229.27.192,443.0,60920.0,17.0 2
163.229.195.34,13.30.42.15,50227.0,443.0,6.0 2
34.21.238.80,163.229.235.126,443.0,47216.0,6.0 2
150.221.8.5,163.229.208.253,9000.0,61865.0,17.0 2
142.230.227.238,150.125.97.182,1935.0,42560.0,6.0 2
13.254.81.232,203.83.112.219,443.0,59569.0,6.0 2
170.204.236.12,150.125.16.111,8801.0,49725.0,17.0 2
170.204.236.12,150.125.131.21,8801.0,58703.0,17.0 2
170.204.241.175,163.229.25.137,8801.0,62293.0,17.0 2
202.20.47.18,52.236.120.17,58996.0,443.0,6.0 2
202.20.47.215,52.224.43.18,53068.0,443.0,6.0 1
199.43.21.161,202.154.49.101,443.0,625.0,6.0 1
191.58.141.64,202.154.49.191,63194.0,434.0,6.0 1
172.25.98.164,163.229.25.169,443.0,55392.0,6.0 1
202.20.47.18,52.240.178.162,50059.0,3481.0,17.0 1
170.204.243.242,163.229.194.159,443.0,56728.0,6.0 1
13.30.42.15,163.229.193.103,443.0,52688.0,6.0 1
52.224.62.157,203.83.116.44,443.0,59003.0,6.0 1
8.33.94.39,150.125.127.252,41737.0,15000.0,6.0 1
117.158.244.17,133.244.152.51,56274.0,23.0,6.0 1
191.58.141.64,202.154.52.118,45276.0,8443.0,6.0 1
133.244.190.36,191.58.141.64,434.0,44099.0,6.0 1
133.244.190.30,162.32.158.162,21.0,24919.0,6.0 1
202.20.47.17,52.238.215.225,49156.0,443.0,6.0 1
131.174.227.40,89.223.87.213,40001.0,53277.0,6.0 1
47.0.211.121,203.83.124.235,56961.0,30023.0,6.0 1
181.139.184.32,203.83.119.174,40190.0,80.0,6.0 1
8.44.105.150,150.125.111.254,54154.0,58603.0,6.0 1
203.83.113.40,54.65.152.54,18924.0,443.0,6.0 1
190.141.220.225,203.83.53.183,59290.0,23.0,6.0 1
162.47.116.7,163.229.189.54,33609.0,5660.0,6.0 1
162.28.150.8,163.229.254.201,55504.0,3843.0,6.0 1
192.13.221.234,163.229.246.148,56862.0,88.0,6.0 1
133.250.84.12,171.27.201.211,40000.0,2086.0,17.0 1
170.204.241.250,163.229.194.10,8801.0,58140.0,17.0 1
93.225.209.142,202.154.53.69,22.0,25565.0,6.0 1
170.204.241.250,163.229.194.90,8801.0,55682.0,17.0 1
170.204.241.250,163.229.26.172,8801.0,62742.0,17.0 1
8.248.120.9,150.125.107.163,53.0,34332.0,17.0 1
185.0.114.69,133.244.125.88,50475.0,3128.0,6.0 1
167.95.122.156,150.125.220.232,23331.0,12535.0,6.0 1
173.51.95.64,163.229.106.229,5228.0,54067.0,6.0 1
170.204.241.250,163.229.56.223,8801.0,55744.0,17.0 1
170.204.241.250,163.229.56.30,8801.0,52503.0,17.0 1
170.204.241.250,163.229.56.223,8801.0,55749.0,17.0 1
133.244.182.97,185.130.62.186,5900.0,56345.0,6.0 1
170.204.241.250,163.229.194.90,8801.0,60383.0,17.0 1
170.204.241.250,163.229.24.141,8801.0,64536.0,17.0 1
170.204.241.250,163.229.24.141,8801.0,61885.0,17.0 1
202.20.47.24,52.240.180.62,50032.0,3480.0,17.0 1
170.204.241.250,163.229.195.73,8801.0,52520.0,17.0 1
202.20.47.215,40.239.84.218,65212.0,443.0,6.0 1
170.204.241.250,163.229.25.164,8801.0,61498.0,17.0 1
170.204.241.250,163.229.26.172,8801.0,62737.0,17.0 1
170.204.241.250,163.229.195.69,8801.0,60613.0,17.0 1
170.204.241.250,163.229.192.32,8801.0,55901.0,17.0 1
170.204.241.250,163.229.195.101,8801.0,51817.0,17.0 1
170.204.241.250,163.229.27.106,8801.0,64214.0,17.0 1
170.204.241.175,163.229.25.137,8801.0,62290.0,17.0 1
170.204.241.250,163.229.193.204,8801.0,60715.0,17.0 1
162.97.104.165,203.83.116.44,443.0,55563.0,6.0 1
170.204.243.228,203.83.116.44,8801.0,50409.0,17.0 1
66.174.236.35,203.83.121.172,873.0,41357.0,6.0 1
52.241.183.115,163.229.26.62,3479.0,50015.0,17.0 1
13.83.202.53,163.229.78.167,443.0,55020.0,6.0 1
170.204.236.12,150.125.81.104,443.0,62944.0,6.0 1
202.20.47.114,52.241.154.224,46245.0,3481.0,17.0 1
162.47.116.7,163.229.218.203,56373.0,5660.0,6.0 1
150.221.10.6,163.229.27.114,9000.0,52000.0,17.0 1
47.13.16.26,150.125.81.14,7826.0,62923.0,6.0 1
52.241.183.115,163.229.99.47,3479.0,50004.0,17.0 1
80.225.193.57,203.83.125.103,38284.0,25.0,6.0 1
47.13.16.26,150.125.107.150,7826.0,44010.0,6.0 1
163.229.61.237,52.241.102.37,1687.0,443.0,6.0 1
202.20.47.25,20.8.74.112,59360.0,443.0,6.0 1
46.213.241.15,203.83.94.14,45846.0,8409.0,6.0 1
170.204.246.17,163.229.195.115,8801.0,56862.0,17.0 1
170.204.246.17,163.229.93.82,8801.0,63794.0,17.0 1
170.204.114.111,203.83.116.44,443.0,51310.0,6.0 1
167.187.219.39,202.26.175.232,60000.0,40082.0,6.0 1
175.171.57.165,203.83.121.172,17089.0,80.0,6.0 1
54.243.6.34,163.229.192.214,443.0,45076.0,6.0 1
167.95.122.81,133.244.162.189,56301.0,1521.0,6.0 1
170.204.246.17,163.229.93.82,8801.0,55325.0,17.0 1
167.231.121.241,163.229.183.16,5563.0,5938.0,6.0 1
3.25.120.118,203.83.125.121,57888.0,53.0,17.0 1
208.203.165.250,163.229.166.130,45967.0,3278.0,6.0 1
47.13.16.26,150.125.107.150,7826.0,37508.0,6.0 1
170.204.189.82,203.83.116.44,443.0,59580.0,6.0 1
8.33.86.197,150.125.225.8,46831.0,111.0,6.0 1
108.81.25.188,163.229.26.190,5228.0,53292.0,6.0 1
203.83.127.86,52.253.74.20,46135.0,443.0,6.0 1
202.20.47.24,52.231.145.12,60653.0,443.0,6.0 1
45.164.90.144,203.83.71.86,39131.0,8088.0,6.0 1
163.229.168.210,13.30.193.219,43420.0,53.0,17.0 1
202.20.47.114,52.243.227.151,64969.0,3480.0,17.0 1
202.20.47.19,52.236.36.4,57679.0,443.0,6.0 1
133.226.44.62,46.213.40.11,22.0,47638.0,6.0 1
163.229.168.212,150.170.151.105,29818.0,53.0,17.0 1
31.135.64.117,202.26.187.121,49791.0,23.0,6.0 1
117.55.130.233,150.125.157.122,56852.0,443.0,6.0 1
142.231.33.172,150.125.97.170,443.0,50265.0,17.0 1
46.213.241.15,203.83.4.229,45846.0,8409.0,6.0 1
202.20.47.195,52.242.92.108,57124.0,443.0,6.0 1
104.57.212.6,202.26.178.60,53.0,15266.0,17.0 1
170.204.188.108,203.83.116.44,8801.0,62211.0,17.0 1
194.155.109.38,133.244.165.187,49137.0,3344.0,6.0 1
142.231.45.221,163.229.93.82,443.0,57961.0,17.0 1
170.204.188.108,203.83.116.44,8801.0,54439.0,17.0 1
223.150.187.229,163.229.5.49,1024.0,23.0,6.0 1
172.25.166.160,150.125.97.182,1935.0,41895.0,6.0 1
185.203.38.168,202.154.49.188,45887.0,28708.0,6.0 1
203.83.125.103,80.225.193.57,25.0,38284.0,6.0 1
8.33.127.164,203.83.38.32,55429.0,28017.0,6.0 1
142.231.45.250,163.229.93.94,443.0,60004.0,17.0 1
191.58.141.64,163.229.24.27,80.0,57777.0,17.0 1
167.95.122.155,133.244.190.111,64871.0,12980.0,6.0 1
205.4.244.177,202.26.178.60,53.0,33589.0,17.0 1
170.204.241.250,163.229.56.223,443.0,61687.0,6.0 1
142.230.227.238,150.125.97.182,1935.0,42559.0,6.0 1
47.0.211.121,203.83.124.214,56961.0,30023.0,6.0 1
162.143.63.2,202.154.49.120,45422.0,8443.0,6.0 1
52.241.183.115,163.229.194.148,3480.0,58967.0,17.0 1
191.58.141.64,133.244.190.23,10954.0,434.0,6.0 1
74.66.36.146,163.229.26.209,993.0,50169.0,6.0 1
89.223.87.213,150.125.32.177,53277.0,43390.0,6.0 1
162.143.63.2,202.154.53.56,39576.0,3478.0,6.0 1
202.20.47.26,52.253.74.58,54915.0,443.0,6.0 1
203.83.116.44,35.132.39.129,53520.0,443.0,6.0 1
163.229.242.233,15.26.138.119,62627.0,443.0,6.0 1
126.37.119.252,203.83.127.86,41641.0,41641.0,17.0 1
185.35.120.16,163.229.55.81,39974.0,8010.0,6.0 1
175.171.57.167,203.83.121.172,7828.0,80.0,6.0 1
163.229.27.17,13.15.253.204,59839.0,443.0,6.0 1
35.133.45.125,203.83.116.44,443.0,51191.0,6.0 1
191.58.141.64,202.154.53.245,50259.0,8443.0,6.0 1
