8.8.8.8,10.0.0.2,53.0,5344.0,17.0 131
126.37.119.252,203.83.127.86,1160.0,14219.0,17.0 1
202.20.47.17,40.239.84.202,64958.0,443.0,6.0 1
191.58.141.64,202.154.52.83,56807.0,5353.0,6.0 1
205.47.128.241,163.229.188.98,56070.0,22460.0,6.0 1
52.208.156.52,202.154.48.11,58662.0,4592.0,6.0 1
170.204.241.250,163.229.56.30,443.0,50454.0,6.0 1
5.68.28.226,163.229.31.135,443.0,52524.0,6.0 1
162.143.63.2,202.154.53.250,1969.0,443.0,6.0 1
20.8.75.61,163.229.55.139,443.0,61383.0,6.0 1
139.14.123.205,163.229.163.77,4001.0,51075.0,6.0 1
199.198.217.240,163.229.31.147,80.0,56644.0,6.0 1
198.27.152.221,163.229.199.47,52758.0,54528.0,6.0 1
202.20.42.123,124.243.44.41,25.0,50025.0,6.0 1
202.20.47.18,20.8.74.112,54045.0,443.0,6.0 1
202.20.47.18,52.242.80.195,58661.0,443.0,6.0 1
203.83.125.121,3.25.120.118,53.0,57888.0,17.0 1
133.244.190.23,191.58.141.64,434.0,10954.0,6.0 1
139.89.158.42,150.125.14.86,45519.0,1682.0,6.0 1
170.204.235.14,163.229.26.52,8801.0,59887.0,17.0 1
8.33.86.197,150.125.225.221,46831.0,5443.0,6.0 1
202.20.47.17,52.238.215.238,59349.0,443.0,6.0 1
79.187.193.125,203.83.108.182,56082.0,9833.0,6.0 1
170.204.241.128,150.125.208.156,8801.0,58301.0,17.0 1
170.204.235.14,163.229.40.50,8801.0,52540.0,17.0 1
170.204.235.14,163.229.40.65,8801.0,57428.0,17.0 1
163.172.211.192,163.229.147.216,43853.0,6380.0,6.0 1
170.204.243.242,163.229.194.159,8801.0,65258.0,17.0 1
170.204.235.14,163.229.24.94,8801.0,56620.0,17.0 1
170.204.247.229,163.229.97.171,8801.0,62737.0,17.0 1
18.77.193.108,163.229.108.135,443.0,48594.0,6.0 1
3.25.120.118,203.83.125.121,33043.0,53.0,17.0 1
144.101.73.79,203.83.120.38,57410.0,53.0,17.0 1
207.33.11.242,202.154.49.171,54936.0,9211.0,6.0 1
180.249.18.207,163.229.169.179,53.0,29013.0,17.0 1
202.20.47.24,52.240.178.162,50023.0,3480.0,17.0 1
167.95.122.36,202.154.52.176,36232.0,8098.0,6.0 1
202.20.47.18,52.79.240.117,53526.0,443.0,6.0 1
52.241.183.115,163.229.99.41,3479.0,50017.0,17.0 1
210.49.36.244,150.125.70.164,9155.0,9768.0,17.0 1
46.213.241.15,203.83.81.160,45846.0,8409.0,6.0 1
191.58.141.64,202.154.49.211,22916.0,434.0,6.0 1
52.241.183.115,163.229.26.73,3479.0,50016.0,17.0 1
170.204.189.82,203.83.116.44,8801.0,37074.0,17.0 1
65.196.44.101,163.229.204.193,23211.0,23.0,6.0 1
52.241.183.115,163.229.99.49,3479.0,50007.0,17.0 1
46.213.241.15,203.83.65.138,45846.0,8409.0,6.0 1
202.20.47.27,20.208.118.73,51942.0,443.0,6.0 1
202.20.47.27,20.208.118.73,51941.0,443.0,6.0 1
162.28.149.70,163.229.169.218,49664.0,8167.0,6.0 1
191.58.141.64,202.154.49.110,10036.0,443.0,6.0 1
202.20.47.24,20.95.80.88,54470.0,443.0,6.0 1
149.158.163.51,150.125.209.11,443.0,5065.0,6.0 1
162.143.63.2,202.154.49.96,46705.0,3478.0,6.0 1
142.230.227.237,163.229.24.67,443.0,58918.0,17.0 1
202.26.178.60,205.4.245.206,63700.0,53.0,17.0 1
202.26.178.60,205.4.245.206,64413.0,53.0,17.0 1
60.18.139.187,163.229.181.211,58914.0,14265.0,6.0 1
23.243.163.154,163.229.194.75,443.0,58817.0,6.0 1
104.192.63.105,202.26.177.246,45848.0,384.0,6.0 1
170.204.241.250,163.229.193.204,443.0,12461.0,6.0 1
38.165.37.195,163.229.215.216,8883.0,59418.0,6.0 1
170.204.241.250,163.229.27.106,443.0,49402.0,6.0 1
8.38.219.117,150.125.98.86,55429.0,8545.0,6.0 1
191.58.141.64,163.229.193.10,80.0,57777.0,17.0 1
163.229.58.199,54.89.112.0,54418.0,443.0,6.0 1
202.20.47.19,52.241.154.74,50019.0,3479.0,17.0 1
163.229.200.235,13.82.152.50,50527.0,443.0,6.0 1
198.27.152.153,133.244.106.103,54442.0,1900.0,17.0 1
76.100.109.96,163.229.192.90,80.0,56666.0,17.0 1
162.143.63.2,202.154.52.157,3198.0,3074.0,6.0 1
151.186.93.223,163.229.25.126,443.0,56494.0,6.0 1
191.58.141.64,202.154.49.197,27576.0,53.0,6.0 1
202.20.47.26,52.236.36.4,53277.0,443.0,6.0 1
185.203.38.168,202.26.172.136,45887.0,28708.0,6.0 1
192.13.221.234,163.229.94.92,51607.0,88.0,6.0 1
191.58.141.64,202.154.49.115,5412.0,8080.0,6.0 1
83.142.8.30,133.244.173.240,58031.0,1434.0,17.0 1
202.154.52.21,191.58.141.64,53.0,56789.0,6.0 1
170.204.241.250,163.229.195.101,443.0,62109.0,6.0 1
133.226.132.21,44.241.194.100,61622.0,9339.0,6.0 1
34.255.231.235,163.229.214.238,443.0,57101.0,6.0 1
41.16.102.167,202.154.49.101,443.0,625.0,6.0 1
167.95.122.110,163.229.160.35,10330.0,9305.0,6.0 1
78.131.182.98,163.229.195.70,54871.0,3318.0,6.0 1
89.21.166.21,150.125.139.92,45851.0,8090.0,6.0 1
163.229.61.237,52.241.102.6,33433.0,443.0,6.0 1
172.25.166.213,163.229.93.94,443.0,55010.0,17.0 1
147.69.168.243,131.174.252.234,15635.0,3702.0,17.0 1
192.13.251.211,202.26.167.142,59982.0,88.0,6.0 1
163.229.61.237,52.241.102.9,4793.0,443.0,6.0 1
193.209.209.114,202.154.53.174,52050.0,23.0,6.0 1
192.226.108.233,203.83.125.121,32768.0,53.0,17.0 1
163.229.65.32,40.239.117.202,56461.0,443.0,6.0 1
204.137.254.136,163.229.205.139,60000.0,4075.0,6.0 1
202.20.47.27,20.17.3.216,53939.0,443.0,6.0 1
163.229.93.121,24.69.157.94,55827.0,443.0,6.0 1
163.229.65.32,3.241.58.78,49203.0,443.0,6.0 1
203.83.116.28,45.191.177.52,22.0,50382.0,6.0 1
163.229.65.32,54.89.112.0,52607.0,443.0,6.0 1
170.204.243.242,163.229.26.174,8801.0,64198.0,17.0 1
170.204.243.242,163.229.192.184,8801.0,56368.0,17.0 1
35.60.50.29,133.244.73.59,50042.0,45652.0,6.0 1
162.143.63.2,202.154.52.250,47131.0,8080.0,6.0 1
170.204.243.242,163.229.46.94,8801.0,58175.0,17.0 1
52.240.178.209,163.229.195.33,3480.0,57160.0,17.0 1
170.204.243.242,163.229.194.159,8801.0,65260.0,17.0 1
170.204.243.242,163.229.44.222,8801.0,63353.0,17.0 1
170.204.243.242,163.229.26.119,8801.0,54393.0,17.0 1
170.204.248.212,150.125.242.89,8801.0,55827.0,17.0 1
170.204.243.242,163.229.25.171,8801.0,49668.0,17.0 1
170.204.243.242,163.229.24.172,8801.0,61934.0,17.0 1
24.249.253.232,203.83.14.53,41697.0,228.0,6.0 1
170.204.243.242,163.229.192.243,8801.0,58367.0,17.0 1
170.204.243.242,163.229.193.157,8801.0,58034.0,17.0 1
170.204.243.242,163.229.193.144,8801.0,57826.0,17.0 1
170.204.243.242,163.229.195.176,8801.0,50637.0,17.0 1
52.241.102.41,163.229.61.237,443.0,6169.0,6.0 1
203.83.125.121,3.25.120.118,53.0,33043.0,17.0 1
170.204.243.242,163.229.193.160,8801.0,50267.0,17.0 1
198.193.248.228,203.83.112.85,7844.0,36561.0,17.0 1
133.244.190.49,162.143.63.2,53.0,31429.0,6.0 1
170.204.243.242,163.229.192.228,8801.0,60618.0,17.0 1
133.244.190.2,191.58.141.64,8443.0,48680.0,6.0 1
163.229.192.243,54.251.30.117,63631.0,443.0,6.0 1
133.244.190.17,191.58.141.64,4321.0,3765.0,6.0 1
170.204.243.242,163.229.192.5,8801.0,58794.0,17.0 1
170.204.243.242,163.229.46.53,8801.0,58597.0,17.0 1
172.25.173.158,163.229.49.223,443.0,60067.0,17.0 1
170.204.243.242,163.229.24.209,8801.0,65162.0,17.0 1
170.204.243.242,163.229.193.28,8801.0,62468.0,17.0 1
175.171.121.98,203.83.121.172,25558.0,80.0,6.0 1
193.209.209.114,133.244.190.30,3501.0,21.0,6.0 1
167.231.121.246,163.229.108.61,55062.0,1911.0,6.0 1
170.204.243.242,192.36.153.128,8801.0,59461.0,17.0 1
170.204.243.242,163.229.113.136,8801.0,54622.0,17.0 1
170.204.243.242,163.229.195.149,8801.0,53632.0,17.0 1
191.58.141.64,202.154.49.185,15799.0,434.0,6.0 1
170.204.243.242,163.229.192.123,8801.0,60041.0,17.0 1
170.204.243.242,163.229.26.124,8801.0,59202.0,17.0 1
163.229.40.91,134.32.172.130,60809.0,8801.0,17.0 1
163.229.12.197,52.237.18.195,55397.0,443.0,6.0 1
52.240.178.209,163.229.195.33,3480.0,17827.0,17.0 1
131.174.240.250,93.225.209.142,80.0,22.0,6.0 1
23.243.163.154,163.229.194.75,443.0,58695.0,6.0 1
114.73.106.51,203.83.116.149,36945.0,80.0,6.0 1
202.20.47.17,104.239.144.71,56083.0,443.0,6.0 1
203.83.121.172,175.171.57.167,80.0,7828.0,6.0 1
202.20.47.17,52.240.178.162,50006.0,3479.0,17.0 1
170.204.247.64,163.229.65.32,8801.0,57010.0,17.0 1
170.222.75.48,133.244.70.85,28346.0,8408.0,6.0 1
170.204.241.250,163.229.195.73,443.0,57609.0,6.0 1
52.241.102.6,163.229.61.237,443.0,33433.0,6.0 1
43.98.192.4,133.244.77.115,59855.0,8123.0,6.0 1
108.81.25.108,150.125.3.215,993.0,62671.0,6.0 1
193.1.53.22,163.229.152.240,44310.0,18245.0,6.0 1
104.192.63.105,202.26.142.89,45848.0,384.0,6.0 1
191.58.141.64,202.154.53.182,883.0,80.0,6.0 1
178.217.134.227,150.125.121.26,45852.0,9163.0,6.0 1
191.58.141.64,202.154.52.222,13765.0,80.0,6.0 1
131.174.145.138,206.22.89.136,59494.0,8801.0,17.0 1
191.58.141.64,202.154.49.190,8886.0,8080.0,6.0 1
151.186.95.107,163.229.194.118,443.0,38530.0,6.0 1
49.226.40.214,131.174.41.200,35713.0,63969.0,17.0 1
35.60.51.236,163.229.236.77,49614.0,555.0,6.0 1
125.17.89.98,202.154.52.10,51513.0,445.0,6.0 1
101.79.102.49,150.125.2.70,80.0,63058.0,6.0 1
162.143.63.2,133.244.190.61,28166.0,80.0,6.0 1
170.204.255.179,163.229.195.1,8801.0,54576.0,17.0 1
162.47.116.7,163.229.47.170,53170.0,5660.0,6.0 1
162.47.99.252,203.83.42.173,39120.0,88.0,6.0 1
176.11.143.106,203.83.3.251,38233.0,23.0,6.0 1
191.58.141.64,202.154.53.9,48376.0,5353.0,6.0 1
170.204.241.250,163.229.192.32,443.0,53828.0,6.0 1
8.45.226.20,150.125.52.118,3478.0,58651.0,17.0 1
163.229.51.183,38.165.37.211,63133.0,80.0,6.0 1
35.60.50.36,163.229.160.78,50381.0,28005.0,6.0 1
170.204.241.250,163.229.194.90,443.0,53581.0,6.0 1
150.221.63.23,163.229.208.208,9000.0,56505.0,17.0 1
162.143.63.2,202.154.52.67,53194.0,5353.0,6.0 1
46.213.241.15,203.83.76.104,45846.0,8409.0,6.0 1
150.221.8.5,163.229.208.214,9000.0,63890.0,17.0 1
115.107.62.100,150.125.210.239,40014.0,61855.0,17.0 1
163.229.243.237,52.238.214.229,52301.0,443.0,6.0 1
163.229.192.222,54.151.184.45,54115.0,443.0,6.0 1
188.150.224.133,133.244.124.237,37885.0,23.0,6.0 1
162.97.97.218,203.83.116.44,443.0,51308.0,6.0 1
203.83.125.121,192.226.108.233,53.0,32768.0,17.0 1
59.87.126.126,203.83.17.165,45212.0,23.0,6.0 1
203.83.112.219,13.12.230.56,59573.0,443.0,6.0 1
191.58.141.64,202.154.53.144,36106.0,3074.0,6.0 1
52.240.178.209,163.229.87.92,3480.0,50011.0,17.0 1
208.210.96.145,203.83.120.59,53.0,56014.0,17.0 1
150.221.10.21,163.229.24.33,9000.0,52047.0,17.0 1
41.16.104.163,202.154.49.101,443.0,625.0,6.0 1
23.229.155.140,150.125.53.244,30820.0,443.0,6.0 1
191.58.141.64,202.154.49.101,13655.0,53.0,6.0 1
217.174.11.184,163.229.194.152,18468.0,59350.0,17.0 1
167.95.108.4,163.229.4.32,1693.0,1670.0,6.0 1
191.58.141.64,202.154.53.208,16100.0,8443.0,6.0 1
35.60.51.11,163.229.149.71,50866.0,45710.0,6.0 1
191.58.141.64,202.154.49.232,21306.0,3074.0,6.0 1
202.20.47.27,52.241.154.35,50044.0,3481.0,17.0 1
89.223.87.213,103.81.240.29,53277.0,3410.0,6.0 1
202.20.47.114,52.241.183.6,50009.0,3479.0,17.0 1
43.112.215.46,150.125.208.111,4010.0,10334.0,17.0 1
133.226.136.66,192.155.116.171,25.0,44021.0,6.0 1
202.20.47.27,52.236.36.4,63566.0,443.0,6.0 1
170.222.75.48,163.229.172.191,27995.0,8420.0,6.0 1
162.47.116.7,163.229.103.98,40232.0,5660.0,6.0 1
35.132.39.129,203.83.116.44,443.0,53520.0,6.0 1
35.60.50.153,163.229.193.155,54880.0,11434.0,17.0 1
191.58.141.64,202.154.53.254,48419.0,53.0,6.0 1
202.20.47.26,54.89.55.103,54039.0,443.0,6.0 1
163.229.27.146,20.208.118.69,38878.0,443.0,6.0 1
13.15.253.204,163.229.27.17,443.0,59839.0,6.0 1
20.225.73.177,163.229.95.146,22.0,52958.0,6.0 1
191.58.141.64,202.154.49.238,52747.0,3074.0,6.0 1
35.132.39.129,203.83.116.44,443.0,53557.0,6.0 1
207.33.11.253,202.26.153.248,26200.0,2443.0,6.0 1
163.229.97.198,52.59.104.148,53482.0,443.0,6.0 1
170.204.246.238,163.229.194.142,443.0,50807.0,6.0 1
203.83.116.44,170.204.127.243,64346.0,443.0,6.0 1
198.27.152.46,163.229.195.82,53031.0,20.0,6.0 1
170.204.246.238,163.229.192.28,8801.0,64182.0,17.0 1
170.204.246.238,163.229.24.14,8801.0,53486.0,17.0 1
172.25.166.171,163.229.97.198,443.0,64025.0,17.0 1
143.72.67.254,163.229.120.211,47319.0,8443.0,6.0 1
164.228.209.91,202.26.130.96,56373.0,80.0,6.0 1
171.205.79.142,163.229.121.30,58914.0,8040.0,6.0 1
142.230.37.102,163.229.34.236,443.0,58387.0,17.0 1
143.72.104.12,202.26.167.32,34390.0,22.0,6.0 1
170.204.246.238,163.229.192.7,8801.0,54513.0,17.0 1
142.230.227.208,163.229.39.154,443.0,57751.0,17.0 1
162.143.63.2,202.154.53.14,8150.0,443.0,6.0 1
185.35.120.72,163.229.250.80,50928.0,10443.0,6.0 1
170.204.246.238,163.229.192.7,8801.0,58484.0,17.0 1
198.27.152.71,150.125.16.67,50607.0,1028.0,6.0 1
170.204.246.238,163.229.24.14,8801.0,61865.0,17.0 1
202.20.47.26,52.253.74.2,51008.0,443.0,6.0 1
162.28.150.64,163.229.3.172,51653.0,636.0,6.0 1
163.229.40.51,134.32.172.130,55545.0,443.0,6.0 1
133.226.168.21,220.124.209.178,40907.0,443.0,17.0 1
170.204.244.9,163.229.25.248,8801.0,65185.0,17.0 1
45.92.67.37,203.83.113.3,55930.0,587.0,6.0 1
192.13.251.208,150.125.84.13,36775.0,5660.0,6.0 1
118.71.120.114,203.83.119.174,55325.0,80.0,6.0 1
191.58.141.64,202.154.52.129,3854.0,8080.0,6.0 1
192.13.251.208,150.125.227.63,55478.0,5660.0,6.0 1
147.69.168.243,163.229.240.154,1469.0,3702.0,17.0 1
192.104.121.165,133.244.104.32,35200.0,3128.0,6.0 1
202.20.47.26,40.207.161.86,58779.0,443.0,6.0 1
163.229.40.51,134.32.172.130,63572.0,8801.0,17.0 1
191.58.141.64,202.154.52.76,60821.0,652.0,6.0 1
78.131.182.98,202.26.137.179,54871.0,3317.0,6.0 1
109.63.7.219,150.125.196.150,47675.0,999.0,6.0 1
185.133.160.54,203.83.125.121,32768.0,53.0,17.0 1
191.58.141.64,163.229.24.27,80.0,56666.0,17.0 1
142.231.33.162,150.125.1.138,443.0,54810.0,17.0 1
142.231.45.250,163.229.27.69,443.0,63988.0,17.0 1
117.57.28.134,163.229.6.58,26320.0,80.0,6.0 1